,source_id,costs,date
929,3,482.27,2017-12-21
930,3,567.75,2017-12-22
931,3,100.85,2017-12-23
932,3,637.19,2017-12-24
933,3,497.03,2017-12-25
934,3,156.05,2017-12-26
935,3,279.55,2017-12-27
936,3,858.28,2017-12-28
937,3,566.09,2017-12-29
938,3,633.59,2017-12-30
939,3,434.14,2017-12-31
940,3,364.64,2018-01-01
941,3,594.16,2018-01-02
942,3,844.63,2018-01-03
943,3,758.83,2018-01-04
944,3,498.58,2018-01-05
945,3,354.74,2018-01-06
946,3,435.94,2018-01-07
947,3,252.17,2018-01-08
948,3,396.09,2018-01-09
949,3,448.79,2018-01-10
950,3,548.97,2018-01-11
951,3,495.72,2018-01-12
952,3,340.15,2018-01-13
953,3,502.7,2018-01-14
954,3,547.61,2018-01-15
955,3,642.89,2018-01-16
956,3,435.1,2018-01-17
957,3,396.24,2018-01-18
958,3,784.57,2018-01-19
959,3,403.24,2018-01-20
960,3,366.84,2018-01-21
961,3,297.41,2018-01-22
962,3,429.22,2018-01-23
963,3,544.27,2018-01-24
964,3,470.87,2018-01-25
965,3,412.99,2018-01-26
966,3,289.71,2018-01-27
967,3,443.97,2018-01-28
968,3,462.78,2018-01-29
969,3,565.06,2018-01-30
970,3,479.9,2018-01-31
971,3,636.36,2018-02-01
972,3,698.2,2018-02-02
973,3,475.9,2018-02-03
974,3,288.08,2018-02-04
975,3,845.75,2018-02-05
976,3,304.88,2018-02-06
977,3,405.02,2018-02-07
978,3,379.87,2018-02-08
979,3,822.49,2018-02-09
980,3,696.42,2018-02-10
981,3,503.52,2018-02-11
982,3,481.29,2018-02-12
983,3,791.51,2018-02-13
984,3,606.1,2018-02-14
985,3,506.63,2018-02-15
986,3,377.97,2018-02-16
987,3,414.5,2018-02-17
988,3,241.55,2018-02-18
989,3,774.05,2018-02-19
990,3,559.89,2018-02-20
991,3,456.22,2018-02-21
992,3,769.47,2018-02-22
993,3,79.62,2018-02-23
994,3,579.05,2018-02-24
995,3,455.87,2018-02-25
996,3,423.43,2018-02-26
997,3,356.55,2018-02-27
998,3,298.37,2018-02-28
999,3,688.48,2018-03-01
1000,3,646.35,2018-03-02
1001,3,324.12,2018-03-03
1002,3,232.25,2018-03-04
1003,3,249.87,2018-03-05
1004,3,121.28,2018-03-06
1005,3,996.15,2018-03-07
1006,3,252.95,2018-03-08
1007,3,410.89,2018-03-09
1008,3,609.1,2018-03-10
1009,3,471.25,2018-03-11
1010,3,570.53,2018-03-12
1011,3,498.59,2018-03-13
1012,3,428.23,2018-03-14
1013,3,702.52,2018-03-15
1014,3,252.37,2018-03-16
1015,3,449.81,2018-03-17
1016,3,178.75,2018-03-18
1017,3,418.56,2018-03-19
1018,3,522.96,2018-03-20
1019,3,144.63,2018-03-21
1020,3,758.15,2018-03-22
1021,3,587.14,2018-03-23
1022,3,272.83,2018-03-24
1023,3,142.69,2018-03-25
1024,3,642.59,2018-03-26
1025,3,700.76,2018-03-27
1026,3,289.93,2018-03-28
1027,3,477.86,2018-03-29
1028,3,39.26,2018-03-30
1029,3,317.38,2018-04-02
1030,3,506.88,2018-04-03
1031,3,517.14,2018-04-04
1032,3,225.38,2018-04-05
1033,3,486.8,2018-04-06
1034,3,295.39,2018-04-07
1035,3,75.9,2018-04-08
1036,3,275.62,2018-04-09
1037,3,451.91,2018-04-10
1038,3,322.04,2018-04-11
1039,3,221.52,2018-04-12
1040,3,186.29,2018-04-13
1041,3,272.6,2018-04-14
1042,3,271.07,2018-04-15
1043,3,203.73,2018-04-16
1044,3,347.63,2018-04-17
1045,3,330.7,2018-04-18
1046,3,603.7,2018-04-19
1047,3,184.98,2018-04-20
1048,3,219.22,2018-04-21
1049,3,467.88,2018-04-22
1050,3,396.01,2018-04-23
1051,3,372.35,2018-04-24
1052,3,448.29,2018-04-25
1053,3,384.02,2018-04-26
1054,3,316.37,2018-04-27
1055,3,316.81,2018-04-28
1056,3,135.33,2018-04-29
1057,3,143.87,2018-04-30
1058,3,299.0,2018-05-01
1059,3,163.83,2018-05-02
1060,3,262.65,2018-05-03
1061,3,359.21,2018-05-04
1062,3,164.52,2018-05-05
1063,3,148.85,2018-05-06
1064,3,302.21,2018-05-07
1065,3,267.01,2018-05-08
1066,3,192.89,2018-05-09
1067,3,390.34,2018-05-10
1068,3,309.55,2018-05-11
1069,3,313.79,2018-05-12
1070,3,271.35,2018-05-13
1071,3,218.5,2018-05-14
1072,3,312.35,2018-05-15
1073,3,370.19,2018-05-16
1074,3,156.52,2018-05-17
1075,3,414.42,2018-05-18
1076,3,180.85,2018-05-19
1077,3,172.81,2018-05-20
1078,3,126.83,2018-05-21
1079,3,336.66,2018-05-22
1080,3,323.1,2018-05-23
1081,3,352.08,2018-05-24
1082,3,439.4,2018-05-25
1083,3,278.02,2018-05-26
1084,3,254.9,2018-05-27
1085,3,247.92,2018-05-28
1086,3,347.59,2018-05-29
1087,3,611.78,2018-05-30
1088,3,822.3,2018-05-31
1089,4,76.74,2017-06-01
1090,4,59.21,2017-06-02
1091,4,59.39,2017-06-03
1092,4,161.97,2017-06-04
1093,4,44.65,2017-06-05
1094,4,2.38,2017-06-06
1095,4,28.46,2017-06-07
1096,4,283.81,2017-06-08
1097,4,446.64,2017-06-09
1098,4,80.25,2017-06-10
1099,4,71.66,2017-06-11
1100,4,101.0,2017-06-12
1101,4,79.65,2017-06-13
1102,4,46.55,2017-06-14
1103,4,320.16,2017-06-15
1104,4,73.25,2017-06-16
1105,4,68.61,2017-06-17
1106,4,74.01,2017-06-18
1107,4,51.9,2017-06-19
1108,4,194.46,2017-06-20
1109,4,52.6,2017-06-21
1110,4,102.29,2017-06-22
1111,4,268.03,2017-06-23
1112,4,143.2,2017-06-24
1113,4,168.31,2017-06-25
1114,4,45.0,2017-06-26
1115,4,114.44,2017-06-27
1116,4,54.02,2017-06-28
1117,4,23.41,2017-06-29
1118,4,218.75,2017-06-30
1119,4,43.17,2017-07-01
1120,4,161.67,2017-07-02
1121,4,54.69,2017-07-03
1122,4,93.86,2017-07-04
1123,4,74.94,2017-07-05
1124,4,273.2,2017-07-06
1125,4,13.58,2017-07-07
1126,4,91.94,2017-07-08
1127,4,51.91,2017-07-09
1128,4,59.37,2017-07-10
1129,4,38.38,2017-07-11
1130,4,54.86,2017-07-12
1131,4,59.66,2017-07-13
1132,4,448.92,2017-07-14
1133,4,90.66,2017-07-15
1134,4,10.99,2017-07-16
1135,4,298.2,2017-07-17
1136,4,278.26,2017-07-18
1137,4,150.08,2017-07-19
1138,4,172.85,2017-07-20
1139,4,178.37,2017-07-21
1140,4,9.59,2017-07-22
1141,4,42.18,2017-07-23
1142,4,153.37,2017-07-24
1143,4,89.37,2017-07-25
1144,4,60.41,2017-07-26
1145,4,141.77,2017-07-27
1146,4,126.26,2017-07-28
1147,4,29.52,2017-07-29
1148,4,27.97,2017-07-30
1149,4,149.73,2017-07-31
1150,4,36.22,2017-08-01
1151,4,109.08,2017-08-02
1152,4,167.72,2017-08-03
1153,4,109.33,2017-08-04
1154,4,73.41,2017-08-05
1155,4,31.19,2017-08-06
1156,4,8.36,2017-08-07
1157,4,39.92,2017-08-08
1158,4,92.77,2017-08-09
1159,4,91.02,2017-08-10
1160,4,106.65,2017-08-11
1161,4,69.85,2017-08-12
1162,4,84.61,2017-08-13
1163,4,35.83,2017-08-14
1164,4,210.6,2017-08-15
1165,4,228.72,2017-08-16
1166,4,19.99,2017-08-17
1167,4,129.32,2017-08-18
1168,4,184.76,2017-08-19
1169,4,28.41,2017-08-20
1170,4,4.0,2017-08-21
1171,4,214.23,2017-08-22
1172,4,130.07,2017-08-23
1173,4,45.19,2017-08-24
1174,4,174.93,2017-08-25
1175,4,33.11,2017-08-26
1176,4,212.58,2017-08-27
1177,4,113.71,2017-08-28
1178,4,1.74,2017-08-29
1179,4,316.81,2017-08-30
1180,4,113.23,2017-08-31
1181,4,54.43,2017-09-01
1182,4,59.41,2017-09-02
1183,4,208.19,2017-09-03
1184,4,249.91,2017-09-04
1185,4,73.44,2017-09-05
1186,4,263.13,2017-09-06
1187,4,362.7,2017-09-07
1188,4,307.03,2017-09-08
1189,4,50.32,2017-09-09
1190,4,118.53,2017-09-10
1191,4,83.39,2017-09-11
1192,4,181.7,2017-09-12
1193,4,138.54,2017-09-13
1194,4,331.25,2017-09-14
1195,4,107.81,2017-09-15
1196,4,223.44,2017-09-16
1197,4,59.76,2017-09-17
1198,4,154.6,2017-09-18
1199,4,10.23,2017-09-19
1200,4,51.3,2017-09-20
1201,4,95.94,2017-09-21
1202,4,359.35,2017-09-22
1203,4,127.75,2017-09-23
1204,4,170.74,2017-09-24
1205,4,46.58,2017-09-25
1206,4,261.97,2017-09-26
1207,4,48.69,2017-09-27
1208,4,270.94,2017-09-28
1209,4,523.77,2017-09-29
1210,4,197.42,2017-09-30
1211,4,282.74,2017-10-01
1212,4,129.08,2017-10-02
1213,4,119.74,2017-10-03
1214,4,161.14,2017-10-04
1215,4,434.14,2017-10-05
1216,4,172.24,2017-10-06
1217,4,259.13,2017-10-07
1218,4,154.38,2017-10-08
1219,4,263.95,2017-10-09
1220,4,305.53,2017-10-10
1221,4,113.03,2017-10-11
1222,4,63.37,2017-10-12
1223,4,12.16,2017-10-13
1224,4,109.49,2017-10-14
1225,4,60.02,2017-10-15
1226,4,103.63,2017-10-16
1227,4,1.96,2017-10-17
1228,4,103.2,2017-10-18
1229,4,287.31,2017-10-19
1230,4,378.15,2017-10-20
1231,4,561.65,2017-10-21
1232,4,258.74,2017-10-22
1233,4,274.26,2017-10-23
1234,4,243.86,2017-10-24
1235,4,235.48,2017-10-25
1236,4,300.89,2017-10-26
1237,4,395.49,2017-10-27
1238,4,85.86,2017-10-28
1239,4,236.95,2017-10-29
1240,4,309.56,2017-10-30
1241,4,3.71,2017-10-31
1242,4,90.16,2017-11-01
1243,4,270.7,2017-11-02
1244,4,48.25,2017-11-03
1245,4,228.73,2017-11-04
1246,4,387.64,2017-11-05
1247,4,223.11,2017-11-06
1248,4,50.19,2017-11-07
1249,4,312.31,2017-11-08
1250,4,4.09,2017-11-09
1251,4,224.96,2017-11-10
1252,4,318.96,2017-11-11
1253,4,256.17,2017-11-12
1254,4,458.41,2017-11-13
1255,4,57.03,2017-11-14
1256,4,32.09,2017-11-15
1257,4,418.31,2017-11-16
1258,4,86.21,2017-11-17
1259,4,312.73,2017-11-18
1260,4,51.8,2017-11-19
1261,4,7.19,2017-11-20
1262,4,22.24,2017-11-21
1263,4,236.37,2017-11-22
1264,4,47.6,2017-11-23
1265,4,80.88,2017-11-24
1266,4,267.3,2017-11-25
1267,4,58.15,2017-11-26
1268,4,68.76,2017-11-27
1269,4,87.09,2017-11-28
1270,4,242.35,2017-11-29
1271,4,439.04,2017-11-30
1272,4,104.28,2017-12-01
1273,4,117.69,2017-12-02
1274,4,256.2,2017-12-03
1275,4,473.2,2017-12-04
1276,4,788.03,2017-12-05
1277,4,85.34,2017-12-06
1278,4,372.14,2017-12-07
1279,4,28.14,2017-12-08
1280,4,367.51,2017-12-09
1281,4,66.03,2017-12-10
1282,4,509.15,2017-12-11
1283,4,325.47,2017-12-12
1284,4,191.42,2017-12-13
1285,4,279.2,2017-12-14
1286,4,593.39,2017-12-15
1287,4,95.71,2017-12-16
1288,4,421.49,2017-12-17
1289,4,72.47,2017-12-18
1290,4,42.16,2017-12-19
1291,4,229.25,2017-12-20
1292,4,219.21,2017-12-21
1293,4,64.88,2017-12-22
1294,4,457.46,2017-12-23
1295,4,25.28,2017-12-24
1296,4,304.38,2017-12-25
1297,4,252.6,2017-12-26
1298,4,187.92,2017-12-27
1299,4,89.49,2017-12-28
1300,4,362.48,2017-12-29
1301,4,237.85,2017-12-30
1302,4,60.65,2017-12-31
1303,4,92.45,2018-01-01
1304,4,281.71,2018-01-02
1305,4,102.03,2018-01-03
1306,4,194.2,2018-01-04
1307,4,118.87,2018-01-05
1308,4,301.0,2018-01-06
1309,4,130.14,2018-01-07
1310,4,14.55,2018-01-08
1311,4,66.62,2018-01-09
1312,4,67.72,2018-01-10
1313,4,557.49,2018-01-11
1314,4,159.19,2018-01-12
1315,4,68.96,2018-01-13
1316,4,99.48,2018-01-14
1317,4,19.93,2018-01-15
1318,4,420.21,2018-01-16
1319,4,386.59,2018-01-17
1320,4,94.14,2018-01-18
1321,4,363.74,2018-01-19
1322,4,96.7,2018-01-20
1323,4,212.55,2018-01-21
1324,4,560.97,2018-01-22
1325,4,11.67,2018-01-23
1326,4,106.02,2018-01-24
1327,4,8.81,2018-01-25
1328,4,379.13,2018-01-26
1329,4,227.3,2018-01-27
1330,4,152.14,2018-01-28
1331,4,315.11,2018-01-29
1332,4,149.99,2018-01-30
1333,4,73.38,2018-01-31
1334,4,10.46,2018-02-01
1335,4,290.24,2018-02-02
1336,4,84.62,2018-02-03
1337,4,155.41,2018-02-04
1338,4,167.23,2018-02-05
1339,4,185.07,2018-02-06
1340,4,4.7,2018-02-07
1341,4,202.29,2018-02-08
1342,4,281.17,2018-02-09
1343,4,718.84,2018-02-10
1344,4,350.14,2018-02-11
1345,4,414.37,2018-02-12
1346,4,112.65,2018-02-13
1347,4,8.12,2018-02-14
1348,4,427.46,2018-02-15
1349,4,138.81,2018-02-16
1350,4,100.71,2018-02-17
1351,4,440.81,2018-02-18
1352,4,164.76,2018-02-19
1353,4,286.74,2018-02-20
1354,4,260.03,2018-02-21
1355,4,131.14,2018-02-22
1356,4,85.63,2018-02-23
1357,4,180.81,2018-02-24
1358,4,258.94,2018-02-25
1359,4,57.12,2018-02-26
1360,4,69.79,2018-02-27
1361,4,123.9,2018-02-28
1362,4,364.8,2018-03-01
1363,4,40.49,2018-03-02
1364,4,6.31,2018-03-03
1365,4,104.19,2018-03-04
1366,4,335.27,2018-03-05
1367,4,348.6,2018-03-06
1368,4,336.61,2018-03-07
1369,4,275.19,2018-03-08
1370,4,77.68,2018-03-09
1371,4,285.0,2018-03-10
1372,4,485.34,2018-03-11
1373,4,13.89,2018-03-12
1374,4,496.42,2018-03-13
1375,4,140.16,2018-03-14
1376,4,196.12,2018-03-15
1377,4,94.32,2018-03-16
1378,4,219.68,2018-03-17
1379,4,0.83,2018-03-18
1380,4,219.8,2018-03-19
1381,4,294.67,2018-03-20
1382,4,146.74,2018-03-21
1383,4,109.82,2018-03-22
1384,4,58.34,2018-03-23
1385,4,196.0,2018-03-24
1386,4,241.82,2018-03-25
1387,4,297.49,2018-03-26
1388,4,51.2,2018-03-27
1389,4,303.04,2018-03-28
1390,4,206.36,2018-03-29
1391,4,15.69,2018-03-30
1392,4,65.09,2018-04-02
1393,4,56.98,2018-04-03
1394,4,51.62,2018-04-04
1395,4,226.01,2018-04-05
1396,4,118.28,2018-04-06
1397,4,36.92,2018-04-07
1398,4,45.96,2018-04-08
1399,4,364.56,2018-04-09
1400,4,199.19,2018-04-10
1401,4,161.69,2018-04-11
1402,4,160.14,2018-04-12
1403,4,487.0,2018-04-13
1404,4,243.86,2018-04-14
1405,4,144.55,2018-04-15
1406,4,210.94,2018-04-16
1407,4,50.59,2018-04-17
1408,4,68.18,2018-04-18
1409,4,45.03,2018-04-19
1410,4,357.11,2018-04-20
1411,4,4.55,2018-04-21
1412,4,210.54,2018-04-22
1413,4,65.52,2018-04-23
1414,4,57.69,2018-04-24
1415,4,14.13,2018-04-25
1416,4,346.0,2018-04-26
1417,4,207.3,2018-04-27
1418,4,12.44,2018-04-28
1419,4,339.13,2018-04-29
1420,4,57.49,2018-04-30
1421,4,130.82,2018-05-01
1422,4,136.8,2018-05-02
1423,4,164.61,2018-05-03
1424,4,196.83,2018-05-04
1425,4,160.29,2018-05-05
1426,4,39.57,2018-05-06
1427,4,192.17,2018-05-07
1428,4,132.93,2018-05-08
1429,4,133.48,2018-05-09
1430,4,60.58,2018-05-10
1431,4,1.31,2018-05-11
1432,4,58.74,2018-05-12
1433,4,145.15,2018-05-13
1434,4,93.19,2018-05-14
1435,4,48.68,2018-05-15
1436,4,199.99,2018-05-16
1437,4,227.86,2018-05-17
1438,4,265.19,2018-05-18
1439,4,179.98,2018-05-19
1440,4,195.92,2018-05-20
1441,4,80.09,2018-05-21
1442,4,235.27,2018-05-22
1443,4,59.62,2018-05-23
1444,4,288.83,2018-05-24
1445,4,28.02,2018-05-25
1446,4,46.98,2018-05-26
1447,4,28.04,2018-05-27
1448,4,68.88,2018-05-28
1449,4,103.84,2018-05-29
1450,4,18.01,2018-05-30
1451,4,492.54,2018-05-31
1452,5,73.24,2017-06-01
1453,5,123.82,2017-06-02
1454,5,64.93,2017-06-03
1455,5,52.77,2017-06-04
1456,5,144.3,2017-06-05
1457,5,136.43,2017-06-06
1458,5,123.15,2017-06-07
1459,5,156.32,2017-06-08
1460,5,130.94,2017-06-09
1461,5,72.51,2017-06-10
1462,5,41.89,2017-06-11
1463,5,64.6,2017-06-12
1464,5,81.81,2017-06-13
1465,5,81.15,2017-06-14
1466,5,116.72,2017-06-15
1467,5,102.74,2017-06-16
1468,5,63.85,2017-06-17
1469,5,51.2,2017-06-18
1470,5,71.66,2017-06-19
1471,5,106.82,2017-06-20
1472,5,69.14,2017-06-21
1473,5,94.81,2017-06-22
1474,5,65.49,2017-06-23
1475,5,50.51,2017-06-24
1476,5,70.65,2017-06-25
1477,5,111.47,2017-06-26
1478,5,80.62,2017-06-27
1479,5,60.32,2017-06-28
1480,5,74.38,2017-06-29
1481,5,77.88,2017-06-30
1482,5,72.99,2017-07-01
1483,5,45.97,2017-07-02
1484,5,107.34,2017-07-03
1485,5,92.4,2017-07-04
1486,5,76.88,2017-07-05
1487,5,119.51,2017-07-06
1488,5,123.22,2017-07-07
1489,5,56.8,2017-07-08
1490,5,77.58,2017-07-09
1491,5,100.74,2017-07-10
1492,5,89.67,2017-07-11
1493,5,103.19,2017-07-12
1494,5,156.89,2017-07-13
1495,5,143.57,2017-07-14
1496,5,161.95,2017-07-15
1497,5,96.74,2017-07-16
1498,5,186.09,2017-07-17
1499,5,148.57,2017-07-18
1500,5,132.52,2017-07-19
1501,5,108.2,2017-07-20
1502,5,61.18,2017-07-21
1503,5,54.08,2017-07-22
1504,5,52.58,2017-07-23
1505,5,116.97,2017-07-24
1506,5,77.35,2017-07-25
1507,5,71.7,2017-07-26
1508,5,113.6,2017-07-27
1509,5,57.68,2017-07-28
1510,5,47.6,2017-07-29
1511,5,55.95,2017-07-30
1512,5,88.63,2017-07-31
1513,5,52.78,2017-08-01
1514,5,63.8,2017-08-02
1515,5,64.27,2017-08-03
1516,5,46.88,2017-08-04
1517,5,36.28,2017-08-05
1518,5,27.82,2017-08-06
1519,5,71.4,2017-08-07
1520,5,65.5,2017-08-08
1521,5,72.48,2017-08-09
1522,5,79.18,2017-08-10
1523,5,85.24,2017-08-11
1524,5,46.54,2017-08-12
1525,5,47.43,2017-08-13
1526,5,82.15,2017-08-14
1527,5,61.24,2017-08-15
1528,5,81.53,2017-08-16
1529,5,65.24,2017-08-17
1530,5,100.28,2017-08-18
1531,5,45.55,2017-08-19
1532,5,54.85,2017-08-20
1533,5,88.5,2017-08-21
1534,5,72.48,2017-08-22
1535,5,82.29,2017-08-23
1536,5,89.01,2017-08-24
1537,5,79.18,2017-08-25
1538,5,83.43,2017-08-26
1539,5,78.63,2017-08-27
1540,5,88.96,2017-08-28
1541,5,87.54,2017-08-29
1542,5,97.57,2017-08-30
1543,5,87.25,2017-08-31
1544,5,119.64,2017-09-01
1545,5,90.42,2017-09-02
1546,5,78.45,2017-09-03
1547,5,108.52,2017-09-04
1548,5,94.98,2017-09-05
1549,5,98.49,2017-09-06
1550,5,133.6,2017-09-07
1551,5,142.4,2017-09-08
1552,5,81.99,2017-09-09
1553,5,67.69,2017-09-10
1554,5,131.9,2017-09-11
1555,5,106.66,2017-09-12
1556,5,89.67,2017-09-13
1557,5,152.54,2017-09-14
1558,5,147.87,2017-09-15
1559,5,102.66,2017-09-16
1560,5,79.43,2017-09-17
1561,5,241.06,2017-09-18
1562,5,125.87,2017-09-19
1563,5,105.49,2017-09-20
1564,5,119.97,2017-09-21
1565,5,127.55,2017-09-22
1566,5,79.47,2017-09-23
1567,5,138.4,2017-09-24
1568,5,277.25,2017-09-25
1569,5,165.83,2017-09-26
1570,5,165.46,2017-09-27
1571,5,186.56,2017-09-28
1572,5,162.61,2017-09-29
1573,5,126.71,2017-09-30
1574,5,131.62,2017-10-01
1575,5,163.98,2017-10-02
1576,5,249.43,2017-10-03
1577,5,203.27,2017-10-04
1578,5,195.54,2017-10-05
1579,5,224.15,2017-10-06
1580,5,209.63,2017-10-07
1581,5,126.07,2017-10-08
1582,5,201.99,2017-10-09
1583,5,131.21,2017-10-10
1584,5,168.86,2017-10-11
1585,5,173.81,2017-10-12
1586,5,238.24,2017-10-13
1587,5,149.78,2017-10-14
1588,5,158.86,2017-10-15
1589,5,238.57,2017-10-16
1590,5,121.31,2017-10-17
1591,5,226.92,2017-10-18
1592,5,148.06,2017-10-19
1593,5,189.67,2017-10-20
1594,5,108.48,2017-10-21
1595,5,155.01,2017-10-22
1596,5,216.83,2017-10-23
1597,5,194.72,2017-10-24
1598,5,178.97,2017-10-25
1599,5,158.5,2017-10-26
1600,5,221.31,2017-10-27
1601,5,204.82,2017-10-28
1602,5,205.15,2017-10-29
1603,5,234.35,2017-10-30
1604,5,238.29,2017-10-31
1605,5,211.73,2017-11-01
1606,5,227.62,2017-11-02
1607,5,186.36,2017-11-03
1608,5,157.44,2017-11-04
1609,5,162.07,2017-11-05
1610,5,158.74,2017-11-06
1611,5,122.07,2017-11-07
1612,5,221.81,2017-11-08
1613,5,212.46,2017-11-09
1614,5,191.35,2017-11-10
1615,5,170.58,2017-11-11
1616,5,145.53,2017-11-12
1617,5,249.78,2017-11-13
1618,5,198.26,2017-11-14
1619,5,169.23,2017-11-15
1620,5,216.46,2017-11-16
1621,5,195.2,2017-11-17
1622,5,176.74,2017-11-18
1623,5,191.84,2017-11-19
1624,5,214.02,2017-11-20
1625,5,220.65,2017-11-21
1626,5,176.34,2017-11-22
1627,5,207.62,2017-11-23
1628,5,719.22,2017-11-24
1629,5,247.53,2017-11-25
1630,5,137.72,2017-11-26
1631,5,229.15,2017-11-27
1632,5,230.64,2017-11-28
1633,5,146.91,2017-11-29
1634,5,230.27,2017-11-30
1635,5,216.67,2017-12-01
1636,5,149.99,2017-12-02
1637,5,198.06,2017-12-03
1638,5,231.08,2017-12-04
1639,5,201.66,2017-12-05
1640,5,200.93,2017-12-06
1641,5,279.31,2017-12-07
1642,5,174.57,2017-12-08
1643,5,164.53,2017-12-09
1644,5,158.58,2017-12-10
1645,5,180.75,2017-12-11
1646,5,213.72,2017-12-12
1647,5,234.93,2017-12-13
1648,5,160.58,2017-12-14
1649,5,224.7,2017-12-15
1650,5,199.98,2017-12-16
1651,5,191.3,2017-12-17
1652,5,157.6,2017-12-18
1653,5,192.92,2017-12-19
1654,5,203.87,2017-12-20
1655,5,193.1,2017-12-21
1656,5,196.05,2017-12-22
1657,5,99.26,2017-12-23
1658,5,120.99,2017-12-24
1659,5,256.12,2017-12-25
1660,5,194.26,2017-12-26
1661,5,197.18,2017-12-27
1662,5,186.49,2017-12-28
1663,5,186.47,2017-12-29
1664,5,179.95,2017-12-30
1665,5,126.92,2017-12-31
1666,5,149.29,2018-01-01
1667,5,229.42,2018-01-02
1668,5,258.04,2018-01-03
1669,5,197.0,2018-01-04
1670,5,163.93,2018-01-05
1671,5,136.59,2018-01-06
1672,5,144.77,2018-01-07
1673,5,172.25,2018-01-08
1674,5,258.67,2018-01-09
1675,5,180.34,2018-01-10
1676,5,151.49,2018-01-11
1677,5,143.27,2018-01-12
1678,5,107.32,2018-01-13
1679,5,197.52,2018-01-14
1680,5,180.38,2018-01-15
1681,5,184.09,2018-01-16
1682,5,122.96,2018-01-17
1683,5,132.77,2018-01-18
1684,5,172.78,2018-01-19
1685,5,171.87,2018-01-20
1686,5,202.48,2018-01-21
1687,5,179.15,2018-01-22
1688,5,171.39,2018-01-23
1689,5,194.0,2018-01-24
1690,5,189.62,2018-01-25
1691,5,151.74,2018-01-26
1692,5,152.74,2018-01-27
1693,5,129.77,2018-01-28
1694,5,166.69,2018-01-29
1695,5,205.38,2018-01-30
1696,5,173.81,2018-01-31
1697,5,298.58,2018-02-01
1698,5,179.62,2018-02-02
1699,5,207.45,2018-02-03
1700,5,173.87,2018-02-04
1701,5,153.29,2018-02-05
1702,5,133.46,2018-02-06
1703,5,146.27,2018-02-07
1704,5,265.77,2018-02-08
1705,5,154.21,2018-02-09
1706,5,210.04,2018-02-10
1707,5,130.62,2018-02-11
1708,5,227.87,2018-02-12
1709,5,160.7,2018-02-13
1710,5,221.87,2018-02-14
1711,5,201.97,2018-02-15
1712,5,148.87,2018-02-16
1713,5,115.34,2018-02-17
1714,5,134.3,2018-02-18
1715,5,236.22,2018-02-19
1716,5,168.85,2018-02-20
1717,5,148.55,2018-02-21
1718,5,175.53,2018-02-22
1719,5,165.88,2018-02-23
1720,5,174.26,2018-02-24
1721,5,136.0,2018-02-25
1722,5,242.06,2018-02-26
1723,5,212.55,2018-02-27
1724,5,147.31,2018-02-28
1725,5,196.74,2018-03-01
1726,5,176.96,2018-03-02
1727,5,101.78,2018-03-03
1728,5,140.6,2018-03-04
1729,5,146.43,2018-03-05
1730,5,169.46,2018-03-06
1731,5,169.37,2018-03-07
1732,5,163.48,2018-03-08
1733,5,125.79,2018-03-09
1734,5,140.43,2018-03-10
1735,5,100.82,2018-03-11
1736,5,180.57,2018-03-12
1737,5,158.83,2018-03-13
1738,5,113.37,2018-03-14
1739,5,127.64,2018-03-15
1740,5,136.32,2018-03-16
1741,5,120.02,2018-03-17
1742,5,122.82,2018-03-18
1743,5,119.06,2018-03-19
1744,5,183.31,2018-03-20
1745,5,157.34,2018-03-21
1746,5,265.24,2018-03-22
1747,5,150.62,2018-03-23
1748,5,155.64,2018-03-24
1749,5,207.43,2018-03-25
1750,5,241.36,2018-03-26
1751,5,167.39,2018-03-27
1752,5,120.42,2018-03-28
1753,5,144.18,2018-03-29
1754,5,25.5,2018-03-30
1755,5,0.7,2018-03-31
1756,5,63.05,2018-04-02
1757,5,117.1,2018-04-03
1758,5,108.56,2018-04-04
1759,5,88.85,2018-04-05
1760,5,118.16,2018-04-06
1761,5,90.99,2018-04-07
1762,5,85.6,2018-04-08
1763,5,122.59,2018-04-09
1764,5,116.01,2018-04-10
1765,5,136.88,2018-04-11
1766,5,163.82,2018-04-12
1767,5,119.9,2018-04-13
1768,5,68.11,2018-04-14
1769,5,79.73,2018-04-15
1770,5,139.51,2018-04-16
1771,5,124.8,2018-04-17
1772,5,150.34,2018-04-18
1773,5,122.45,2018-04-19
1774,5,191.58,2018-04-20
1775,5,130.3,2018-04-21
1776,5,149.02,2018-04-22
1777,5,159.89,2018-04-23
1778,5,153.15,2018-04-24
1779,5,153.98,2018-04-25
1780,5,171.63,2018-04-26
1781,5,135.79,2018-04-27
1782,5,81.28,2018-04-28
1783,5,83.78,2018-04-29
1784,5,74.3,2018-04-30
1785,5,79.99,2018-05-01
1786,5,65.1,2018-05-02
1787,5,109.59,2018-05-03
1788,5,82.01,2018-05-04
1789,5,92.53,2018-05-05
1790,5,100.54,2018-05-06
1791,5,104.64,2018-05-07
1792,5,84.03,2018-05-08
1793,5,61.65,2018-05-09
1794,5,99.69,2018-05-10
1795,5,93.67,2018-05-11
1796,5,69.06,2018-05-12
1797,5,85.86,2018-05-13
1798,5,112.97,2018-05-14
1799,5,108.04,2018-05-15
1800,5,134.23,2018-05-16
1801,5,156.83,2018-05-17
1802,5,82.16,2018-05-18
1803,5,112.57,2018-05-19
1804,5,109.87,2018-05-20
1805,5,108.71,2018-05-21
1806,5,126.79,2018-05-22
